Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P56480	P56480	24	24	24	"ATP synthase subunit beta, mitochondrial"	Atp5b	"sp|P56480|ATPB_MOUSE ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2"	1	24	24	24	65.8	65.8	65.8	56.3	529	529	5.12	10	8	10	19	17	22	21	18	0	323.31	662140000	288240000	634100000	505830000	447050000	268950000	4922500	346050000	358380000	444480000	624140000	271350000	644200000	493810000	449440000	291120000	38092000	356400000	335060000	425420000	131	130	131	130	130	131	80	131	131	131	2.1553E+11	132				640	658;687;2543;3115;4167;4320;4748;5605;6528;6850;6863;6864;6930;6938;7393;9482;11867;12541;12823;12951;13083;13084;13607;14165	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	697;727;2726;3327;4444;4605;5054;5955;6925;7264;7265;7283;7284;7285;7354;7355;7363;7842;10056;12676;13393;13394;13693;13829;13830;13974;13975;13976;14532;15129	1889;1890;1891;1892;1893;1894;1949;1950;1951;1952;1953;1954;7236;7237;8780;8781;8782;11716;11717;11718;11719;12081;12082;12083;12084;12085;12086;12087;13268;13269;13270;13271;15705;15706;15707;15708;15709;15710;15711;18193;18194;18195;18196;18197;19068;19069;19070;19071;19072;19073;19115;19116;19117;19118;19119;19120;19121;19122;19123;19287;19288;19289;19290;19291;19292;19293;19294;19295;19312;19313;19314;19315;20471;20472;26078;26079;26080;26081;26082;26083;26084;32675;32676;32677;34408;34409;34410;34411;34412;34413;35178;35179;35180;35502;35503;35504;35505;35506;35507;35508;35509;35945;35946;35947;35948;35949;35950;35951;35952;35953;35954;35955;35956;35957;35958;37509;37510;37511;37512;39036;39037;39038;39039;39040;39041	2011;2012;2013;2014;2015;2016;2070;2071;2072;2073;2074;2075;7572;7573;9251;9252;12322;12323;12324;12325;12687;12688;12689;12690;12691;12692;12693;13920;13921;13922;16424;16425;16426;16427;16428;16429;16430;19006;19007;19008;19009;19010;19011;19865;19866;19867;19868;19869;19870;19920;19921;19922;19923;19924;19925;19926;19927;19928;20104;20105;20106;20107;20108;20109;20110;20134;20135;20136;20137;20138;20139;20140;21363;21364;21365;21366;27306;27307;27308;27309;27310;27311;27312;27313;33987;33988;33989;33990;35739;35740;35741;35742;35743;35744;36530;36531;36532;36533;36534;36859;36860;36861;36862;36863;36864;37340;37341;37342;37343;37344;37345;37346;37347;37348;37349;37350;37351;37352;38975;38976;38977;38978;38979;40581;40582;40583;40584;40585;40586;40587;40588;40589	2014;2073;7573;9251;12325;12689;13922;16424;19006;19869;19924;19927;20109;20137;21365;27311;33990;35742;36533;36863;37341;37347;38977;40585	437;438;439;440;441;442;443	113;145;217;272;339;342;408	-1
P56501;P70406	P56501	3;1	3;1	3;1	Mitochondrial uncoupling protein 3	Ucp3	sp|P56501|UCP3_MOUSE Mitochondrial uncoupling protein 3 OS=Mus musculus OX=10090 GN=Ucp3 PE=1 SV=1	2	3	3	3	11.7	11.7	11.7	33.91	308	308;309	5.75			1		2	2	3		0	149.37	8956700	4795100	8625000	6081500	5450300	4069500	20656	3814700	4788200	6433500	8442900	4494700	8749900	6050200	5549700	4268700	445090	4044400	4475000	6115000	6	6	6	6	6	6	3	6	6	6	1090100000	7				641	6530;9020;12008	True;True;True	6927;9567;12830	18200;24895;24896;24897;24898;24899;24900;33049	19013;26077;26078;26079;26080;26081;34360	19013;26081;34360			-1;-1
P56528	P56528	3	3	3	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	Cd38	sp|P56528|CD38_MOUSE ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 OS=Mus musculus OX=10090 GN=Cd38 PE=1 SV=2	1	3	3	3	12.5	12.5	12.5	34.407	304	304	4.33		1			1	1			0	51.139	2801800	1473100	2835100	1465700	1472800	1258800	1530.2	1195600	1303000	1719500	2641800	1377400	2862500	1486100	1527200	1294600	121000	1254700	1217800	1640700	2	2	2	2	2	2	1	2	2	2	162300000	3				642	1240;1979;6053	True;True;True	1341;2113;6424	3590;5605;16983	3772;5851;17781	3772;5851;17781			-1
P56546;P56546-2	P56546;P56546-2	1;1	1;1	1;1	C-terminal-binding protein 2	Ctbp2	sp|P56546|CTBP2_MOUSE C-terminal-binding protein 2 OS=Mus musculus OX=10090 GN=Ctbp2 PE=1 SV=2;sp|P56546-2|CTBP2_MOUSE Isoform 2 of C-terminal-binding protein 2 OS=Mus musculus OX=10090 GN=Ctbp2	2	1	1	1	2.9	2.9	2.9	48.956	445	445;988	5					1				0	7.1395	792010	403020	773510	399090	445800	301540	9297	289810	334820	488840	746640	376840	783360	404090	457860	313240	43050	306680	313250	464650	1	1	1	1	1	1	1	1	1	1	57386000	1				643	7008	TRUE	7437	19502	20341	20341			-1;-1
P56565	P56565	2	2	2	Protein S100-A1	S100a1	sp|P56565|S10A1_MOUSE Protein S100-A1 OS=Mus musculus OX=10090 GN=S100a1 PE=1 SV=2	1	2	2	2	29.8	29.8	29.8	10.505	94	94	3.91	2	3		1	1	2	2		0	289.46	116600000	29466000	87292000	28594000	35493000	29419000	74049	32948000	41655000	45168000	109770000	27547000	89892000	29126000	37833000	30032000	3101200	34184000	38926000	43152000	7	7	7	7	7	7	4	7	7	7	9029200000	9				644	2413;3292	True;True	2576;3513	6819;6820;6821;6822;6823;6824;9262;9263;9264;9265;9266	7135;7136;7137;7138;7139;9740;9741;9742;9743	7136;9741			-1
P56812	P56812	2	2	2	Programmed cell death protein 5	Pdcd5	sp|P56812|PDCD5_MOUSE Programmed cell death protein 5 OS=Mus musculus OX=10090 GN=Pdcd5 PE=1 SV=3	1	2	2	2	16.7	16.7	16.7	14.275	126	126	1	2								0	11.577	10413000	4623900	8017400	6010300	5276300	3791100	57861	4394300	4833400	5906400	9804600	4335400	8267700	5967100	5355800	4020400	488200	4554000	4519300	5645900	2	2	2	2	2	2	2	2	2	2	699800000	2				645	282;1704	True;True	301;1820	827;4791	864;5015	864;5015			-1
P56959	P56959	4	4	4	RNA-binding protein FUS	Fus	sp|P56959|FUS_MOUSE RNA-binding protein FUS OS=Mus musculus OX=10090 GN=Fus PE=1 SV=1	1	4	4	4	10.6	10.6	10.6	52.673	518	518	4.75			1	1		2			0	15.45	22788000	11115000	23676000	9947600	9764300	8321500	162440	9084200	10504000	15123000	21490000	10384000	23829000	10164000	10395000	8605900	1004300	9538800	9823100	14378000	4	4	4	4	4	4	3	4	4	4	1430700000	4				646	88;1271;3049;4625	True;True;True;True	92;1373;3257;4926	221;3671;8609;12943	219;3848;9078;13592	219;3848;9078;13592	444	457	-1
P57746	P57746	1	1	1	V-type proton ATPase subunit D	Atp6v1d	sp|P57746|VATD_MOUSE V-type proton ATPase subunit D OS=Mus musculus OX=10090 GN=Atp6v1d PE=1 SV=1	1	1	1	1	6.5	6.5	6.5	28.369	247	247	2		1							0.0043516	1.4645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				647	4303	TRUE	4588	12040	12644	12644			-1
P57759	P57759	3	3	3	Endoplasmic reticulum resident protein 29	Erp29	sp|P57759|ERP29_MOUSE Endoplasmic reticulum resident protein 29 OS=Mus musculus OX=10090 GN=Erp29 PE=1 SV=2	1	3	3	3	11.8	11.8	11.8	28.823	262	262	2.33	2	2	1		1				0	35.248	11858000	7982000	15048000	8928700	8964100	9013100	64493	8027200	8781400	11630000	11198000	7472000	15021000	9002700	9176000	9157300	812370	8454400	8209100	11095000	6	6	6	6	6	6	5	6	6	6	951560000	6				648	3696;4455;11850	True;True;True	3943;4750;12658	10366;12498;12499;12500;12501;32615	10898;13145;13146;13147;13148;33927	10898;13148;33927			-1
P57776;P57776-3;P57776-2	P57776;P57776-3;P57776-2	8;7;7	8;7;7	8;7;7	Elongation factor 1-delta	Eef1d	sp|P57776|EF1D_MOUSE Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=3;sp|P57776-3|EF1D_MOUSE Isoform 3 of Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d;sp|P57776-2|EF1D_MOUSE Isoform 2 of Elongation factor 1-delta OS=Mus 	3	8	8	8	33.1	33.1	33.1	31.293	281	281;660;257	5.04	2	2	3	3	2	2	5	4	0	295.84	64945000	34729000	70962000	41427000	40339000	40984000	241040	40630000	42163000	52082000	61268000	32532000	71373000	41587000	41464000	41801000	3544800	42291000	39408000	49851000	19	19	19	19	19	19	11	19	19	19	8960600000	19				649	1548;1619;5894;7146;9517;9518;11730;11765	True;True;True;True;True;True;True;True	1656;1657;1730;6256;7585;10093;10094;12531;12566	4387;4388;4389;4390;4391;4392;4577;16530;16531;16532;16533;19872;19873;26189;26190;26191;26192;32322;32323;32324;32325;32326;32402	4595;4596;4597;4598;4599;4600;4798;17289;17290;17291;17292;20733;27416;27417;27418;27419;33628;33629;33707	4600;4798;17291;20733;27417;27419;33629;33707	445	135	-1;-1;-1
P57780	P57780	34	24	18	Alpha-actinin-4	Actn4	sp|P57780|ACTN4_MOUSE Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1	1	34	24	18	44.5	35	27.2	104.98	912	912	3.88	2	9	15	12	1	4	4	3	0	323.31	159160000	77628000	168080000	103790000	127110000	102010000	1642300	84875000	97692000	124520000	150120000	72810000	169860000	103360000	127610000	103650000	9612300	89830000	91292000	118750000	49	48	49	47	49	49	36	49	49	49	15945000000	49				650	252;627;883;1466;1489;2001;2106;2202;2237;2849;3110;3407;3741;3932;5040;5946;5947;6188;6316;7909;8045;9193;9223;10054;10494;10627;10755;11611;12462;12463;12573;12578;13425;13583	True;True;False;True;True;False;True;True;True;True;False;True;True;False;True;False;False;False;True;True;False;True;True;True;True;True;True;True;False;False;True;True;True;True	266;664;938;1572;1596;2138;2254;2354;2391;3050;3320;3630;3988;4193;5356;5357;6311;6312;6567;6568;6702;8383;8527;9746;9778;10756;11229;11364;11497;12403;13311;13312;13427;13432;14335;14507	723;724;725;726;727;1768;2516;2517;2518;4181;4182;4247;4248;5657;5658;5659;5960;5961;6248;6249;6355;6356;8102;8103;8753;8754;8755;8756;9568;10480;10481;10482;10483;11033;11034;11035;11036;14154;14155;14156;14157;16659;16660;16661;16662;16663;17320;17321;17322;17323;17324;17660;17661;21665;22109;22110;25297;25298;25363;25364;27925;29064;29391;29672;31821;31822;31823;34188;34189;34190;34191;34192;34193;34524;34525;34526;34544;36979;36980;36981;36982;37457	758;759;760;761;762;1875;2672;2673;2674;4383;4460;4461;5900;5901;5902;5903;6234;6235;6549;6550;6654;8514;8515;8516;9228;9229;9230;10037;11012;11013;11014;11015;11610;11611;11612;14861;14862;14863;14864;14865;17424;17425;17426;17427;17428;17429;17430;18129;18130;18131;18132;18480;18481;22612;23128;26504;26505;26568;26569;29131;30321;30668;30953;33087;33088;35515;35516;35517;35518;35519;35520;35859;35860;35861;35880;38424;38425;38426;38924;38925	761;1875;2672;4383;4461;5903;6234;6550;6654;8515;9228;10037;11014;11612;14864;17424;17430;18131;18481;22612;23128;26504;26568;29131;30321;30668;30953;33088;35515;35519;35861;35880;38425;38924	446;447	730;768	-1
P58059	P58059	1	1	1	"28S ribosomal protein S21, mitochondrial"	Mrps21	"sp|P58059|RT21_MOUSE 28S ribosomal protein S21, mitochondrial OS=Mus musculus OX=10090 GN=Mrps21 PE=1 SV=1"	1	1	1	1	14.9	14.9	14.9	10.561	87	87	6.5						1	1		0	16.919	7310800	3712200	6975100	3087300	3613300	2762800	10279	2525100	2910300	4353900	6891100	3466100	7068500	3176600	3747900	2830700	294070	2681600	2720300	4136400	1	1	1	1	1	1	1	1	1	1	793210000	2				651	6828	TRUE	7239	18995;18996	19793;19794	19793			-1
P58064	P58064	1	1	1	"28S ribosomal protein S6, mitochondrial"	Mrps6	"sp|P58064|RT06_MOUSE 28S ribosomal protein S6, mitochondrial OS=Mus musculus OX=10090 GN=Mrps6 PE=1 SV=3"	1	1	1	1	8.8	8.8	8.8	14.308	125	125	7							1		0	3.67	6374500	2415100	5464600	2540400	2622700	2190200	54325	1709300	2169500	3193600	6005000	2259500	5575300	2565700	2743400	2242200	259270	1842400	2029600	3028900	1	1	1	1	1	1	1	1	1	1	252020000	1				652	2252	TRUE	2406	6403	6706	6706			-1
P58252	P58252	32	32	31	Elongation factor 2	Eef2	sp|P58252|EF2_MOUSE Elongation factor 2 OS=Mus musculus OX=10090 GN=Eef2 PE=1 SV=2	1	32	32	31	44.1	44.1	42.9	95.313	858	858	5.12	8	7	7	11	14	10	20	13	0	323.31	538180000	210820000	443190000	294330000	276600000	204940000	2746400	186970000	204980000	271110000	506880000	197840000	454450000	291360000	281990000	214090000	22862000	196900000	191640000	258630000	84	83	84	83	84	84	63	84	84	84	45234000000	87				653	565;991;1420;1901;1984;2366;2615;2942;3067;3101;3746;4820;4932;5419;5860;6705;6857;7224;7670;9604;10493;11513;12171;12433;12507;12569;13340;13819;14577;14587;14824;14897	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	596;1053;1525;2029;2119;2527;2802;3147;3276;3311;3993;5130;5245;5246;5759;6222;7112;7274;7665;8133;10184;11228;12302;13006;13282;13357;13423;14247;14761;15572;15582;15839;15913	1585;2814;2815;4068;4069;4070;5364;5365;5366;5367;5621;5622;6698;6699;7438;7439;7440;7441;7442;7443;8355;8356;8645;8731;8732;8733;8734;8735;10494;10495;10496;10497;10498;13498;13499;13500;13501;13798;13799;13800;13801;15218;15219;16425;16426;16427;16428;16429;18695;19100;19101;20077;20078;20079;20080;20081;21089;21090;26460;29062;29063;31554;31555;33490;33491;33492;34127;34324;34325;34326;34327;34516;34517;36730;36731;36732;36733;36734;38066;38067;38068;38069;40197;40198;40224;40894;41068;41069;41070;41071	1675;2970;2971;4266;4267;4268;4269;5608;5609;5610;5611;5864;7015;7016;7785;7786;7787;7788;7789;7790;8803;8804;8805;9114;9208;9209;9210;9211;9212;11024;11025;11026;11027;11028;14177;14178;14179;14180;14495;14496;14497;14498;14499;15948;15949;17176;17177;17178;17179;17180;19506;19906;20946;20947;20948;22030;27697;30319;30320;32830;34802;34803;34804;34805;34806;35451;35650;35651;35851;38171;38172;38173;38174;38175;39546;39547;39548;39549;39550;41823;41853;42533;42534;42709;42710;42711;42712	1675;2971;4267;5608;5864;7015;7789;8804;9114;9208;11026;14179;14496;15948;17178;19506;19906;20948;22030;27697;30320;32830;34802;35451;35651;35851;38172;39549;41823;41853;42534;42709	448;449;450	156;157;781	-1
P58281;P58281-2;P58682	P58281;P58281-2	34;34;1	34;34;1	34;34;1	"Dynamin-like 120 kDa protein, mitochondrial;Dynamin-like 120 kDa protein, form S1"	Opa1	"sp|P58281|OPA1_MOUSE Dynamin-like 120 kDa protein, mitochondrial OS=Mus musculus OX=10090 GN=Opa1 PE=1 SV=1;sp|P58281-2|OPA1_MOUSE Isoform 2 of Dynamin-like 120 kDa protein, mitochondrial OS=Mus musculus OX=10090 GN=Opa1"	3	34	34	34	38.2	38.2	38.2	111.34	960	960;997;1032	4.62	4	7	9	10	7	12	6	6	0	323.31	332470000	140770000	294390000	146020000	147230000	134930000	1318400	133620000	154910000	201600000	313260000	131680000	299760000	147770000	153270000	138220000	13237000	140220000	144800000	192120000	55	55	55	55	55	55	42	55	55	55	29583000000	56				654	823;958;1034;1705;2135;2483;2658;3007;3072;3298;3688;3724;3810;3811;4202;4785;5381;5785;6356;6984;7975;9835;10995;11311;11359;11741;11742;12336;12556;12874;13532;13810;14102;14670	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	874;1017;1102;1821;2283;2663;2847;3214;3281;3519;3933;3971;4060;4061;4482;5092;5718;6144;6744;7411;8453;10475;11753;12082;12134;12542;12543;13183;13409;13746;14453;14751;15062;15675	2346;2347;2718;2719;2720;2721;2955;4792;4793;4794;4795;4796;4797;6016;7095;7580;7581;8519;8658;8659;9278;10339;10449;10450;10669;10670;10671;10672;11810;11811;13387;13388;15109;15110;15111;15112;16214;17740;19432;19433;21892;21893;27157;30241;30242;31015;31153;32348;32349;32350;33909;34480;34481;35296;35297;35298;37280;37281;38054;38867;40540	2500;2501;2865;2866;2867;2868;3121;5016;5017;5018;5019;5020;5021;6296;7420;7947;8982;9126;9127;9751;10866;10981;10982;11212;11213;11214;11215;12411;14060;14061;15834;15835;15836;16956;18558;20270;20271;22895;22896;22897;28379;31543;32302;32434;33647;33648;35230;35807;36651;36652;38725;39534;39535;40407;42167;42168	2500;2867;3121;5019;6296;7420;7947;8982;9127;9751;10866;10982;11212;11214;12411;14060;15836;16956;18558;20271;22896;28379;31543;32302;32434;33647;33648;35230;35807;36652;38725;39535;40407;42167			-1;-1;-1
P58389	P58389	4	4	4	Serine/threonine-protein phosphatase 2A activator	Ppp2r4	sp|P58389|PTPA_MOUSE Serine/threonine-protein phosphatase 2A activator OS=Mus musculus OX=10090 GN=Ptpa PE=1 SV=1	1	4	4	4	16.4	16.4	16.4	36.71	323	323	5			1	3	1		1	1	0	44.372	8054400	4179500	7607200	4470100	4607900	4830100	67411	4076100	4532200	5757400	7591500	3910800	7724100	4525800	4710500	4881600	445700	4300900	4237900	5496000	4	4	4	4	4	4	3	4	4	4	1181300000	6				655	4068;4238;9403;12494	True;True;True;True	4338;4519;9972;13344	11426;11427;11903;25866;25867;34285;34286	12017;12018;12505;27080;35611;35612	12017;12505;27080;35611			-1
P58681	P58681	1	1	1	Toll-like receptor 7	Tlr7	sp|P58681|TLR7_MOUSE Toll-like receptor 7 OS=Mus musculus OX=10090 GN=Tlr7 PE=1 SV=1	1	1	1	1	1.3	1.3	1.3	121.84	1050	1050	2		1							1	-2	234800	222180	401570	170560	229220	147900	0	135420	154330	247440	222320	207330	395570	176670	235520	151870	0	144320	144230	234790	1	1	1	1	1	1	0	1	1	1	529560000	1	+			656	8822	TRUE	9355	24328	25476	25476	451	604	-1
P58771;P58771-2	P58771;P58771-2	23;21	23;21	11;9	Tropomyosin alpha-1 chain	Tpm1	sp|P58771|TPM1_MOUSE Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1 PE=1 SV=1;sp|P58771-2|TPM1_MOUSE Isoform 2 of Tropomyosin alpha-1 chain OS=Mus musculus OX=10090 GN=Tpm1	2	23	23	11	56	56	35.2	32.68	284	284;284	2.57	16	29	26	15	1	2			0	323.31	549820000	261400000	486360000	937410000	614330000	107900000	8933500	389750000	428810000	516940000	518040000	250070000	500790000	888480000	598960000	168880000	50595000	392100000	400930000	494330000	96	94	96	92	95	93	57	95	96	96	1.665E+11	99				657	779;1557;1558;1927;2938;3488;3489;5682;6085;6086;6977;6978;7297;7298;7772;7919;9458;9459;9460;10623;11066;11067;11697	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	827;828;1667;1668;2057;3143;3717;3718;6036;6456;6457;7404;7405;7740;7741;8238;8393;10030;10031;10032;11360;11826;11827;12497	2208;2209;2210;2211;2212;2213;2214;4415;4416;4417;4418;4419;4420;4421;4422;5432;5433;8350;9812;9813;9814;9815;9816;9817;15896;15897;17066;17067;17068;17069;19416;19417;19418;19419;19420;19421;19422;19423;19424;19425;20274;20275;20276;20277;20278;20279;20280;20281;20282;21297;21298;21692;21693;21694;26004;26005;26006;26007;26008;26009;26010;26011;26012;26013;26014;29375;29376;29377;29378;29379;29380;30425;30426;30427;30428;30429;30430;30431;30432;30433;30434;32124;32125;32126;32127;32128;32129;32130;32131	2346;2347;2348;2349;2350;2351;2352;2353;4626;4627;4628;4629;4630;4631;4632;5679;5680;5681;5682;8797;10315;10316;10317;10318;10319;16622;16623;17860;17861;17862;17863;17864;20251;20252;20253;20254;20255;20256;20257;20258;20259;20260;20261;20262;20263;20264;21153;21154;21155;21156;21157;21158;21159;21160;21161;21162;22256;22639;22640;27219;27220;27221;27222;27223;27224;27225;27226;27227;27228;27229;27230;27231;27232;27233;30650;30651;30652;30653;30654;30655;31729;31730;31731;31732;31733;31734;31735;31736;31737;31738;33406;33407;33408;33409;33410;33411;33412;33413;33414	2351;4626;4631;5679;8797;10315;10319;16622;17860;17862;20252;20258;21155;21160;22256;22640;27221;27224;27232;30655;31729;31735;33409	452	281	-1;-1
P58774	P58774	20	9	1	Tropomyosin beta chain	Tpm2	sp|P58774|TPM2_MOUSE Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1	1	20	9	1	48.9	33.1	7.4	32.836	284	284	2.73	9	13	12	6	2	3			0	323.31	142870000	63994000	111830000	268730000	131690000	17479000	2734800	102070000	107840000	123030000	134530000	61548000	116040000	253770000	128860000	35147000	11905000	101630000	100840000	117980000	48	47	48	47	48	44	31	47	48	48	47581000000	47				658	780;1557;1558;1952;2938;6087;6977;6978;7297;7298;7772;7919;9464;9465;9466;9754;10624;11066;11067;12546	True;False;False;True;False;True;False;False;False;False;False;False;True;True;True;True;True;False;False;True	829;1667;1668;2082;3143;6458;7404;7405;7740;7741;8238;8393;10036;10037;10038;10354;10355;11361;11826;11827;13399	2215;2216;2217;2218;2219;2220;2221;2222;4415;4416;4417;4418;4419;4420;4421;4422;5527;8350;17070;17071;17072;17073;19416;19417;19418;19419;19420;19421;19422;19423;19424;19425;20274;20275;20276;20277;20278;20279;20280;20281;20282;21297;21298;21692;21693;21694;26026;26027;26028;26029;26030;26031;26032;26033;26034;26035;26036;26037;26038;26039;26842;26843;26844;26845;26846;26847;29381;29382;29383;29384;29385;29386;30425;30426;30427;30428;30429;30430;30431;30432;30433;30434;34435;34436;34437;34438;34439;34440	2354;2355;2356;2357;2358;2359;2360;2361;2362;4626;4627;4628;4629;4630;4631;4632;5777;8797;17865;17866;17867;20251;20252;20253;20254;20255;20256;20257;20258;20259;20260;20261;20262;20263;20264;21153;21154;21155;21156;21157;21158;21159;21160;21161;21162;22256;22639;22640;27245;27246;27247;27248;27249;27250;27251;27252;27253;27254;27255;27256;27257;27258;27259;27260;28081;28082;28083;28084;28085;30656;30657;30658;30659;30660;30661;30662;31729;31730;31731;31732;31733;31734;31735;31736;31737;31738;35766;35767;35768;35769;35770;35771	2354;4626;4631;5777;8797;17866;20252;20258;21155;21160;22256;22640;27246;27250;27260;28084;30658;31729;31735;35769	6;7	141;146	-1
P58774-2	P58774-2	18	1	1	Tropomyosin beta chain	Tpm2	sp|P58774-2|TPM2_MOUSE Isoform 2 of Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2	1	18	1	1	39.8	4.2	4.2	32.957	284	284	3			1						0	54.412	5145700	995720	4053700	1552200	1544600	1349500	0	1617600	2600300	2372600	4845500	935750	4156100	1532700	1660400	1395600	162020	1679300	2430100	2262700	1	1	1	1	1	1	0	1	1	1	212820000	1				659	1557;1558;2938;6087;6977;6978;7297;7298;7772;7919;9464;9465;9467;9754;10624;11066;11067;11830	False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True	1667;1668;3143;6458;7404;7405;7740;7741;8238;8393;10036;10037;10039;10354;10355;11361;11826;11827;12637	4415;4416;4417;4418;4419;4420;4421;4422;8350;17070;17071;17072;17073;19416;19417;19418;19419;19420;19421;19422;19423;19424;19425;20274;20275;20276;20277;20278;20279;20280;20281;20282;21297;21298;21692;21693;21694;26026;26027;26028;26029;26030;26031;26032;26033;26034;26040;26842;26843;26844;26845;26846;26847;29381;29382;29383;29384;29385;29386;30425;30426;30427;30428;30429;30430;30431;30432;30433;30434;32572	4626;4627;4628;4629;4630;4631;4632;8797;17865;17866;17867;20251;20252;20253;20254;20255;20256;20257;20258;20259;20260;20261;20262;20263;20264;21153;21154;21155;21156;21157;21158;21159;21160;21161;21162;22256;22639;22640;27245;27246;27247;27248;27249;27250;27251;27252;27253;27261;28081;28082;28083;28084;28085;30656;30657;30658;30659;30660;30661;30662;31729;31730;31731;31732;31733;31734;31735;31736;31737;31738;33892	4626;4631;8797;17866;20252;20258;21155;21160;22256;22640;27246;27250;27261;28084;30658;31729;31735;33892	6;7	141;146	-1
P59017	P59017	9	9	9	Bcl-2-like protein 13	Bcl2l13	sp|P59017|B2L13_MOUSE Bcl-2-like protein 13 OS=Mus musculus OX=10090 GN=Bcl2l13 PE=1 SV=2	1	9	9	9	30	30	30	46.719	434	434	3.92	3	4	4	4	1	6	2		0	205.56	64726000	29353000	57357000	33380000	32162000	27997000	352020	25598000	29253000	38753000	60985000	27482000	58451000	33525000	33106000	28818000	2877900	26995000	27349000	36928000	21	21	21	21	21	21	14	21	21	21	8829600000	23				660	371;1056;1525;2923;3832;8540;11545;14032;14924	True;True;True;True;True;True;True;True;True	395;1125;1633;3128;4085;9060;12334;14991;15941	1062;1063;3016;3017;3018;3019;3020;4338;4339;4340;4341;8316;10734;10735;10736;10737;23466;23467;23468;31643;38673;41117;41118;41119	1105;3180;3181;3182;3183;3184;3185;3186;4554;4555;4556;4557;8763;11276;11277;11278;24539;24540;32909;40215;42758;42759;42760	1105;3184;4556;8763;11278;24539;32909;40215;42758			-1
P59266	P59266	1	1	1	Fat storage-inducing transmembrane protein 2	Fitm2	sp|P59266|FITM2_MOUSE Fat storage-inducing transmembrane protein 2 OS=Mus musculus OX=10090 GN=Fitm2 PE=1 SV=1	1	1	1	1	3.4	3.4	3.4	30.016	262	262	5					1				0	4.7523	1697800	573380	1158200	623510	750340	309210	0	272720	299880	420330	1597700	536590	1206400	624480	762400	334060	48369	289200	280220	400360	1	1	1	1	1	1	0	1	1	1	26772000	1				661	10270	TRUE	10991	28485	29706	29706			-1
P59325	P59325	5	5	5	Eukaryotic translation initiation factor 5	Eif5	sp|P59325|IF5_MOUSE Eukaryotic translation initiation factor 5 OS=Mus musculus OX=10090 GN=Eif5 PE=1 SV=1	1	5	5	5	11.7	11.7	11.7	48.968	429	429	5.6		1			1	1	1	1	0	16.575	17563000	9775200	19693000	13268000	11467000	12044000	176190	10501000	10928000	15143000	16572000	9170000	19782000	13203000	11765000	12315000	1118900	11075000	10219000	14448000	5	5	5	5	5	5	4	5	5	5	907460000	6				662	1172;5279;7969;8984;12246	True;True;True;True;True	1254;5602;8444;9529;13085	3352;14788;21817;24800;33688	3521;15509;15510;22784;25972;34984	3521;15510;22784;25972;34984			-1
